i,claim,scores,average,std_dev,skipped
897,We should allow military recruiting in schools,"[3, 3, 3, 3, 3]",3.0,0.0,0
898,We should ban the church of scientology,"[3, 2, 3, 2, 2]",2.4,0.24,0
899,We should ban the depiction of smoking in films,"[4, 4, 4, 4, 4]",4.0,0.0,0
900,We should ban the muslim veil,"[1, 1, 1, 1, 1]",1.0,0.0,0
901,We should be free to express our religion as we wish,"[5, 5, 5, 5, 5]",5.0,0.0,0
902,We should be investing in public transport,"[4, 4, 5, 5, 5]",4.6,0.24,0
903,We should be trying to avoid contact with aliens.,"[3, 4, 3, 3, 4]",3.4,0.24,0
904,We should believe in corporal punishment for adult offenders,"[1, 1, 1, 1, 1]",1.0,0.0,0
905,We should build new nuclear power plants,"[4, 4, 4, 4, 4]",4.0,0.0,0
906,We should detain terror suspects without trial,"[1, 1, 1, 1, 1]",1.0,0.0,0
907,We should directly elect city mayors,"[4, 4, 4, 4, 4]",4.0,0.0,0
908,We should dramatically increase the rate of income tax paid by the rich,"[4, 4, 4, 4, 4]",4.0,0.0,0
909,We should drop the sanctions against Cuba.,"[3, 3, 3, 3, 4]",3.2,0.16,0
910,We should encourage building the Hyperloop,"[4, 4, 4, 4, 4]",4.0,0.0,0
911,We should encourage increased use of referendums,"[4, 4, 4, 4, 4]",4.0,0.0,0
912,We should expand NATO,"[3, 3, 3, 3, 3]",3.0,0.0,0
913,We should fear the power of government over the Internet,"[4, 4, 4, 4, 4]",4.0,0.0,0
914,We should force feed sufferers of Anorexia Nervosa,[],0.0,0.0,5
915,We should give cash to the poor to reduce poverty,"[4, 4, 4, 4, 4]",4.0,0.0,0
916,We should give money to beggars,"[3, 4, 4, 3, 3]",3.4,0.24,0
917,We should legalise the growing of coca leaf,"[3, 3, 3, 3, 3]",3.0,0.0,0
918,We should legalize drugs,"[4, 4, 4, 4, 4]",4.0,0.0,0
919,We should limit the right to bear arms,"[4, 4, 4, 4, 4]",4.0,0.0,0
920,We should make education compulsory to degree level,"[2, 2, 2, 2, 2]",2.0,0.0,0
921,We should make new years resolutions,"[4, 4, 4, 4, 4]",4.0,0.0,0
922,We should not slaughter animals which have not been stunned first.,"[4, 4, 4, 4, 4]",4.0,0.0,0
923,We should prize freedom over security and abolish anti-terrorism legislation,"[2, 2, 2, 2, 2]",2.0,0.0,0
924,We should pull out of the Article 98 Agreements that prevent US soldiers from being sent to the ICC for trial,"[2, 3, 2, 2, 2]",2.2,0.16,0
925,We should restrict violent video games,"[2, 2, 2, 2, 2]",2.0,0.0,0
926,We should show more compassion to drug addicts,"[4, 4, 4, 4, 4]",4.0,0.0,0
927,We should support enforcing term limits on the executive branch of government,"[4, 4, 4, 4, 4]",4.0,0.0,0
928,We should support the creation of a Free Trade Area of the Americas,"[4, 4, 4, 4, 4]",4.0,0.0,0
929,We should support universal basic income,"[4, 4, 4, 4, 4]",4.0,0.0,0
930,We should use torture to obtain information from suspected terrorists,[],0.0,0.0,5
931,We support the New START Treaty,"[4, 4, 4, 4, 4]",4.0,0.0,0
932,Western companies have to incentivised to build software that provides anonymity to those involved in uprisings,"[4, 4, 4, 4, 4]",4.0,0.0,0
933,Western democracies should openly try to circumvent Internet censorship in oppressive regimes,"[4, 4, 4, 4, 4]",4.0,0.0,0
934,Western universities should only place satellites in states that respect free speech,"[2, 2, 2, 2, 2]",2.0,0.0,0
935,Widen the East African Community,"[4, 4, 4, 4, 4]",4.0,0.0,0
936,Wikileaks is a threat to national security,"[4, 4, 4, 4, 4]",4.0,0.0,0
937,Wikileaks is not and has never been a non-profit organization,"[1, 1, 1, 1, 1]",1.0,0.0,0
938,Wikipedia is a force for good,"[4, 4, 4, 4, 4]",4.0,0.0,0
939,Wind farms are a good solution to the energy crisis,"[4, 4, 4, 4, 4]",4.0,0.0,0
940,Wind power should be a primary focus of future energy supply.,"[4, 4, 4, 4, 4]",4.0,0.0,0
941,Winning the Champions League Is Better Than Winning the Premier League,"[3, 3, 3, 3, 3]",3.0,0.0,0
942,Wire-tapped and ‘intercepted’ evidence must be allowed as admissible in court,"[2, 2, 2, 2, 2]",2.0,0.0,0
943,Women are the key to Africa’s economic future,"[4, 4, 4, 4, 4]",4.0,0.0,0
944,Women should be allowed on the front line,"[5, 5, 5, 5, 5]",5.0,0.0,0
945,Women should be allowed to take part in combat,"[5, 5, 5, 5, 5]",5.0,0.0,0
946,Workers in the Transport Sectors Should Be Banned From Going On Strike,"[1, 1, 1, 1, 1]",1.0,0.0,0
947,Working from home is better for companies than maintaining an office,"[3, 3, 3, 3, 3]",3.0,0.0,0
948,World War III is inevitable,"[3, 3, 3, 2, 2]",2.6,0.24,0
949,You have nothing to worry about surveillance if you have done nothing wrong,"[1, 2, 1, 2, 2]",1.6,0.24,0
950,You should always suspend directly delivered foreign development aid,"[1, 1, 1, 1, 1]",1.0,0.0,0
951,You should join Facebook,"[3, 3, 3, 3, 3]",3.0,0.0,0
952,You should never have children,"[1, 1, 1, 1, 1]",1.0,0.0,0
953,governments should choose open source software in order to encourage its use,"[4, 4, 4, 4, 4]",4.0,0.0,0
954,permit the use of performance enhancing drugs in professional sports,"[2, 1, 2, 2, 2]",1.8,0.16,0
955,physical fitness is better than mental fitness,"[1, 2, 1, 1, 1]",1.2,0.16,0
956,politicians have no right to privacy,"[2, 2, 2, 2, 2]",2.0,0.0,0
957,punishment should fit the criminal,"[4, 4, 4, 4, 4]",4.0,0.0,0
958,social networking sites should be banned at the workplaces,"[2, 2, 2, 2, 2]",2.0,0.0,0
959,"the teacher is always right, even when s/he is not.","[1, 1, 1, 1, 1]",1.0,0.0,0
960,‘The Spear’ should have remained on public display.,"[3, 3, 3, 3, 3]",3.0,0.0,0
