i,claim,scores,average,std_dev,skipped
891,We must support public service broadcasters,"[5, 5, 5, 5, 5]",5.0,0.0,0
892,We must support the Scottish Independence,"[3, 2, 3, 3, 3]",2.8,0.16,0
893,We must support the use of truth and reconciliation commissions,"[4, 5, 5, 5, 5]",4.8,0.16,0
894,We must use Unmanned Aerial Vehicles to strike terrorist targets,"[5, 5, 5, 5, 5]",5.0,0.0,0
895,We should abolish speed cameras,"[1, 1, 2, 1, 1]",1.2,0.16,0
896,We should allow death penalty for the worst of the worst criminals,"[4, 4, 5, 4, 4]",4.2,0.16,0
897,We should allow military recruiting in schools,"[2, 2, 2, 2, 2]",2.0,0.0,0
898,We should ban the church of scientology,"[1, 1, 5, 1, 1]",1.8,2.56,0
899,We should ban the depiction of smoking in films,"[5, 5, 5, 5, 5]",5.0,0.0,0
900,We should ban the muslim veil,"[1, 1, 1, 1, 1]",1.0,0.0,0
901,We should be free to express our religion as we wish,"[5, 5, 5, 5, 5]",5.0,0.0,0
902,We should be investing in public transport,"[5, 5, 5, 5, 5]",5.0,0.0,0
903,We should be trying to avoid contact with aliens.,"[5, 5, 1, 1, 1]",2.6,3.84,0
904,We should believe in corporal punishment for adult offenders,"[1, 1, 1, 1, 1]",1.0,0.0,0
905,We should build new nuclear power plants,"[4, 4, 4, 4, 4]",4.0,0.0,0
906,We should detain terror suspects without trial,"[1, 1, 1, 1, 1]",1.0,0.0,0
907,We should directly elect city mayors,"[2, 5, 4, 4, 2]",3.4,1.44,0
908,We should dramatically increase the rate of income tax paid by the rich,"[5, 5, 4, 5, 5]",4.8,0.16,0
909,We should drop the sanctions against Cuba.,"[5, 3, 3, 4, 4]",3.8,0.56,0
910,We should encourage building the Hyperloop,"[5, 4, 5, 4, 5]",4.6,0.24,0
911,We should encourage increased use of referendums,"[4, 4, 4, 4, 3]",3.8,0.16,0
912,We should expand NATO,"[5, 5, 5, 4, 4]",4.6,0.24,0
913,We should fear the power of government over the Internet,"[5, 5, 5, 5, 5]",5.0,0.0,0
914,We should force feed sufferers of Anorexia Nervosa,"[1, 1, 1, 1, 1]",1.0,0.0,0
915,We should give cash to the poor to reduce poverty,"[5, 4, 5, 4, 5]",4.6,0.24,0
916,We should give money to beggars,"[3, 2, 2, 3, 3]",2.6,0.24,0
917,We should legalise the growing of coca leaf,"[3, 3, 3, 3, 3]",3.0,0.0,0
918,We should legalize drugs,"[2, 2, 3, 3, 3]",2.6,0.24,0
919,We should limit the right to bear arms,"[2, 2, 1, 1, 2]",1.6,0.24,0
920,We should make education compulsory to degree level,"[1, 5, 1, 1, 1]",1.8,2.56,0
921,We should make new years resolutions,"[4, 3, 3, 3, 2]",3.0,0.4,0
922,We should not slaughter animals which have not been stunned first.,"[5, 5, 5, 5, 5]",5.0,0.0,0
923,We should prize freedom over security and abolish anti-terrorism legislation,"[1, 1, 1, 1, 1]",1.0,0.0,0
924,We should pull out of the Article 98 Agreements that prevent US soldiers from being sent to the ICC for trial,"[5, 5, 1, 5, 1]",3.4,3.84,0
925,We should restrict violent video games,"[2, 2, 2, 2, 2]",2.0,0.0,0
926,We should show more compassion to drug addicts,"[4, 5, 5, 5, 5]",4.8,0.16,0
927,We should support enforcing term limits on the executive branch of government,"[5, 5, 5, 4, 5]",4.8,0.16,0
928,We should support the creation of a Free Trade Area of the Americas,"[5, 5, 5, 5, 5]",5.0,0.0,0
929,We should support universal basic income,"[4, 4, 4, 3, 4]",3.8,0.16,0
930,We should use torture to obtain information from suspected terrorists,"[1, 1, 1, 1, 1]",1.0,0.0,0
931,We support the New START Treaty,"[4, 5, 5, 5, 5]",4.8,0.16,0
932,Western companies have to incentivised to build software that provides anonymity to those involved in uprisings,"[1, 1, 1, 3, 5]",2.2,2.56,0
933,Western democracies should openly try to circumvent Internet censorship in oppressive regimes,"[5, 5, 4, 5, 5]",4.8,0.16,0
934,Western universities should only place satellites in states that respect free speech,"[1, 1, 1, 1, 1]",1.0,0.0,0
935,Widen the East African Community,"[5, 4, 5, 4, 5]",4.6,0.24,0
936,Wikileaks is a threat to national security,"[3, 3, 2, 2, 2]",2.4,0.24,0
937,Wikileaks is not and has never been a non-profit organization,"[1, 1, 1, 1, 1]",1.0,0.0,0
938,Wikipedia is a force for good,"[5, 4, 5, 4, 4]",4.4,0.24,0
939,Wind farms are a good solution to the energy crisis,"[5, 5, 5, 5, 5]",5.0,0.0,0
940,Wind power should be a primary focus of future energy supply.,"[5, 5, 5, 5, 5]",5.0,0.0,0
941,Winning the Champions League Is Better Than Winning the Premier League,"[1, 5, 5, 5, 5]",4.2,2.56,0
942,Wire-tapped and ‘intercepted’ evidence must be allowed as admissible in court,"[2, 1, 1, 1, 1]",1.2,0.16,0
943,Women are the key to Africa’s economic future,"[5, 5, 5, 5, 4]",4.8,0.16,0
944,Women should be allowed on the front line,"[4, 4, 4, 4, 5]",4.2,0.16,0
945,Women should be allowed to take part in combat,"[5, 5, 4, 5, 4]",4.6,0.24,0
946,Workers in the Transport Sectors Should Be Banned From Going On Strike,"[1, 1, 1, 1, 1]",1.0,0.0,0
947,Working from home is better for companies than maintaining an office,"[5, 3, 5, 2, 5]",4.0,1.6,0
948,World War III is inevitable,"[1, 3, 1, 1, 1]",1.4,0.64,0
949,You have nothing to worry about surveillance if you have done nothing wrong,"[2, 2, 2, 2, 2]",2.0,0.0,0
950,You should always suspend directly delivered foreign development aid,"[1, 1, 1, 1, 1]",1.0,0.0,0
951,You should join Facebook,"[1, 3, 3, 3, 3]",2.6,0.64,0
952,You should never have children,"[1, 1, 1, 1, 1]",1.0,0.0,0
953,governments should choose open source software in order to encourage its use,"[5, 5, 4, 5, 5]",4.8,0.16,0
954,permit the use of performance enhancing drugs in professional sports,"[1, 1, 1, 1, 1]",1.0,0.0,0
955,physical fitness is better than mental fitness,"[1, 1, 1, 1, 1]",1.0,0.0,0
956,politicians have no right to privacy,"[5, 5, 5, 5, 5]",5.0,0.0,0
957,punishment should fit the criminal,"[5, 5, 5, 4, 4]",4.6,0.24,0
958,social networking sites should be banned at the workplaces,"[5, 5, 5, 2, 5]",4.4,1.44,0
959,"the teacher is always right, even when s/he is not.","[1, 1, 1, 2, 1]",1.2,0.16,0
960,‘The Spear’ should have remained on public display.,"[2, 1, 1, 1, 1]",1.2,0.16,0
